Page Url,Publisher,Agreement ID,Agreement Labeling,Agreement Published,URL,Start Date,End Date,Consortia/Institution,Country,Size,Commnets on size/article output,Cost,Comments on Cost Development,Financial Shift,Risk Sharing,OA Coverage,Fully Open Access Journals Covered,OA License,Article Types,Access Costs,Comments on Acess Costs,Access Coverage,Perpetual Access Rights,Workflow Assessment,Comments on Workflows,Overall Assessment and Comments
https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023sanlic/,Springer Nature,sn2023sanlic,Springer Transformative Agreement,No,,01/01/2023,12/31/2025,SANLiC,South Africa,1040,Average articles published behind the paywall in hybrid journals over 4 years (2018-2022),Agreement costs within the range of the previous spending level,The Nature Research journals have been excluded from the agreement. A separate read-only agreement has been signed for these titles.,Subscriptions partly converted to OA publishing fees,"We believe that the article entitlement cap will cover all articles published by SANLiC members but this will be closely monitored. The cap has a 10% extra entitlement (a “corridor”). If the cap, including the “corridor”, is exceeded in a calendar year, the consortium may, if it wishes, add additional funds to increase the entitlement.",Yes,No,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Brief communications, Continuing Education",5%-20%,,Yes,Yes,Too early to assess,,This agreement will increase South Africa’s contribution to the overall open access transition. It will be closely monitored to assess its sustainability and to see what adjustments would have to be made in future.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023sanlic/,IOP Publishing,iop2023sanlic,IOP Publishing Read & Publish Agreement,No,,01/01/2023,12/31/2025,SANLiC,South Africa,37,"Average of three years, provided by the IOP",Agreement costs within the range of the previous spending level,Average increase on previous spend of 2.26% over the three years of the agreement,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),This is an uncapped agreement with minimal risk,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Letters",20%-50%,The share of publishing costs vs access costs is not expressed in the agreement,Yes,Yes,Too early to assess,,The offer is for unlimited OA publishing in hybrid and fully OA journals with the repurposing of the subscription fees. Given the saving of full OA publishing alone (based on trend) the “increase” on the 2022 subscription fee is effectively 0%.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2022sanlic/,SAGE Publishing,sage2022sanlic,SAGE Premier Agreement,No,,01/01/2022,12/31/2024,SANLiC,South Africa,327,Average annual corresponding author publications over six years (2014-2019),Agreement costs within the range of the previous spending level,Small annual increases in line with previous increases under the read-only agreements in previous years,Subscriptions partly converted to OA publishing fees,Agreement allows unlimited hybrid OA publishing in SAGE Premier journals. Gold OA publishing is not included but has a minimum 20% discount on APCs.,Yes,No,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Brief communications, Short Reports, Case Reports",20%-50%,,Yes,Yes,Too early to assess,,Agreement will assist in the transition to open access. It is too soon to tell which elements and/or mechanisms will need to be adjusted in the future.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023sanlic/,Oxford University Press,oxf2023sanlic,"OUP Consortium Subscription, Perpetual Access and Publishing Agreement",No,,01/01/2023,12/31/2025,SANLiC,South Africa,174,Average publications across 8 years,Agreement costs within the range of the previous spending level,"Consortium members allowed to choose whether to include the “new journal joiners” (NJJs) in their subscription or not. If NJJs included, increases are 8%; 7%, 6% for 2023, 2024, 2025 respectively; if not included, increase is fixed 2% p.a.",Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Minimal risk; uncapped publishing in hybrid journals and discount offered on APCs for gold OA journals,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles",20%-50%,No distinction is made in the costs between access and publishing costs,Yes,Yes,Too early to assess,,This agreement allows read access to the full 2023 collection for all participants (irrespective of whether they choose to include new journal joiners or not) and uncapped open access publishing of articles in hybrid titles. Discounted APCs are still payable on articles published in fully open access titles.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2022sanlic/,Emerald Publishing,eme2022sanlic,Emerald Agreement,No,,01/01/2022,12/31/2024,SANLiC,South Africa,180,The fixed OA entitlement per year might be exceeded,Cost increase,Cost based on previous year’s subscriptions with nominal increase per year to cover cost of APCs,Subscriptions partly converted to OA publishing fees,APC vouchers are capped and can only be used in the titles to which a member subscribes,Yes,No,"CC-BY preference, exceptions allowed","Original research articles, Review articles",20%-50%,,Yes,Yes,Too early to assess,,"Agreement based on current member subscriptions with a set number of APC vouchers included per year. APCs can only be used in titles to which the member subscribes. The number of vouchers may be insufficient to cover all article output. Although Emerald offered 100% open access, it would have been too expensive for most members."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2021sanlic/,Association for Computing Machinery,acm2021sanlic,ACM Open,No,,01/01/2021,12/31/2023,SANLiC,South Africa,64,,Cost decrease,A decrease in cost for 14 out of 15 subscribing institutions (Tiers 8 – 10),"A transformative, publish and read offer. ACM intend achieving full Open Access within five years.",Uncapped OA publishing,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",0%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2023sanlic/,Elsevier,els2023sanlic,Elsevier Read and Publish Agreement 2023-2025,No,,01/01/2023,12/31/2025,SANLiC,South Africa,2580,Average Freedom Collection publications (2019-2021) for members,Agreement costs within the range of the previous spending level,Based on prior reading spend with small annual increase,Subscriptions partly converted to OA publishing fees,Capped agreement with no additional expenditure above typical price increases for read-only subscription agreement. Cap is 10% higher than anticipated publication output. The only risk is if the agreement publishes less than the cap allocation (missed opportunity).,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Short communication",20%-50%,Value of article cap is 60% of the total fee,Yes,Partly (e.g. to core journals only),Too early to assess,,"The impact is massive as our largest agreement as it could potentially convert 17% of our research output to OA. Also includes a discount on fully OA APCs. It is more sustainable than the prior read only agreement but must be transitional. 100% APC discount on articles published in fully OA journals. In addition, our cost of reading must diminish and eventually fall away."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021sanlic/,Cambridge University Press,cam2021sanlic,Cambridge Journals Full Package,No,,01/01/2021,12/31/2024,SANLiC,South Africa,98,Average for 2015-2019 applied,Agreement costs within the range of the previous spending level,Read and publish deal – no extra cost for OA publishing rights in hybrid and gold OA Gold journals in the Premium Full collection. Unlimited access to the Cambridge University Press Premium Full collection. Perpetual access rights for years of subscription.,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Not applicable,No,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Brief Reports and Case Reports also included – 3RBC",More than 50%,Publishing costs approximately 9% of total,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022slov/,Wiley,wiley2022slov,Wiley Read and Publish Agreement,No,,01/01/2022,12/31/2024,Slovenian Consortium CTK,Slovenia,130,The average annual article output is expected to be fully covered by the agreement,Cost increase,Cost increase but “within the limits” of overall R & P spending level (total cost of publication),Subscriptions partly converted to OA publishing fees,"If the Article Entitlement is exceeded in any year, then the author-pays route with an APC discount will apply. The agreement does not include refunds for unused articles and does not allow for a roll over to the following year.",Yes,No,CC-BY variations allowed,"Original research articles, Review articles, Case Study, Commentary, Data Article, Education, Lecture, Method and Protocol, Perspective, Practice and Policy, Rapid Publication, Short Communication,",0%,Costs are not split between access and publishing part,Yes,Yes,Too early to assess,After a few workshops and a few articles already being accepted/approved our first impressions are very good!,We consider this agreement sustainable with regards to overall costs and reduced workflow for the authors
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023sanlic/,American Chemical Society,acs2023sanlic,ACS Online Products Agreement,No,,01/01/2023,12/31/2025,SANLiC,South Africa,96,Unlimited publishing in hybrid journals; flat APC rate of US$3000 in ACS Au journals except for ACS Omega (APCs already discounted),Agreement costs within the range of the previous spending level,Increase of 3% per annum for each of the three years of the agreement,Subscriptions partly converted to OA publishing fees,No fixed entitlements; all articles are eligible for OA publication,Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles",20%-50%,,Yes,Yes,Too early to assess,To be assessed during the period of the agreement,This agreement has the potential to create a sustainable transition from the previous subscription model to a more inclusive model supporting OA publication by authors affiliated to subscribing SANLiC members
https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2022unilj/,Walter De Gruyter,degruy2022unilj,,No,,01/01/2022,12/31/2022,University of Ljubljana,Slovenia,10,,Agreement costs within the range of the previous spending level,,License fee includes open access publishing,,No,No,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023cosec/,Walter De Gruyter,degruy2023cosec,,No,,01/01/2023,12/31/2023,COSEC Consortium,Slovenia,20,,Cost increase,Cost increase because more institutions joined the consortium,License fee includes open access publishing,,No,No,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023cosec/,Taylor & Francis,tf2023cosec,,No,,01/01/2023,12/31/2023,COSEC Consortium,Slovenia,100,,Cost increase,,Read & Publish Fee,,No,No,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Partly (e.g. to core journals only),Deficient,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2020cosec/,Taylor & Francis,tf2020cosec,,No,,09/01/2020,12/31/2020,COSEC Consortium,Slovenia,100,,Cost increase,Cost increase because 9 more institutions have access to more collections,Read & Publish Fee,"Although the subscription period is September-December 2020, we can convert to open access an agreed number of eligible articles that were accepted for publishing (or were already published) in entire 2020, thus ensuring the number of OA articles covered by the agreement is reached.",No,No,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Partly (e.g. to core journals only),Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2022cosec/,Taylor & Francis,tf2022cosec,,No,,01/01/2022,12/31/2022,COSEC Consortium,Slovenia,100,,Cost increase,Cost increase due to more institutions having access to more collections,Read & Publish Fee,,No,No,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Partly (e.g. to core journals only),Deficient,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021cosec/,Taylor & Francis,tf2021cosec,,No,,01/01/2021,12/31/2021,COSEC Consortium,Slovenia,100,,Cost increase,Cost increase because more institutions have access to more collections,Read & Publish Fee,,No,No,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Partly (e.g. to core journals only),Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022slov/,Royal Society of Chemistry,rsc2022slov,RSC Read&Publish,No,,01/01/2022,12/31/2022,Slovenian Consortium CTK,Slovenia,35,,Cost increase,"Cost increase in relation to previous subscription-only agreement, but estimated actually as cost-neutral in terms of “total cost of publication” in previous years",Subscriptions partly converted to OA publishing fees,For fully gold journals a 15% APC discount is applied,Yes,No,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,The costs for this TA agreement are estimated as acceptable for all consortium members as the license covers an unlimited number of vouchers for OA publications by corresponding authors from the consortium
https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023slov/,Royal Society of Chemistry,rsc2023slov,RSC Read&Publish,No,,01/01/2023,12/31/2023,Slovenian Consortium CTK,Slovenia,35,"The agreement actually offers an unlimited number of open access publications in RSC journals and its partner society hybrid journals, therefore fully covers the expected annual number of publications",Cost increase,"Cost increase in relation to previous subscription-only agreement, but estimated actually as cost-neutral in terms of “total cost of publication” in previous years",Subscriptions partly converted to OA publishing fees,"For fully gold journals a 15% APC discount has been agreed, therefore publication in gold journals will result in additional APC costs on top of the contract value",Yes,No,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Letters, Editorials",20%-50%,,Yes,Yes,Ok,"Only administrators from individual consortium members can access the approval platform, there is no consortium level access, monitoring of article production is therefore more difficult, as is the assistance to authors and administrators",The costs of this agreement are estimated as acceptable to all consortium members as the license covers an unlimited number of vouchers for OA publications by corresponding authors from the consortium
https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2021cosec/,Emerald,eme2021cosec,,No,,01/01/2021,12/31/2023,COSEC Consortium,Slovenia,25,,Agreement costs within the range of the previous spending level,,Paying for subscription only; APC vouchers are gratis,,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Partly (e.g. to core journals only),Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022slov/,IOP Publishing,iop2022slov,IOP – CTK transformative agreement,No,,01/01/2022,12/31/2024,Slovenian Consortium CTK / University of Ljubljana,Slovenia,30,The agreement offers an unlimited number of open access publications in IOP Publishing and its partner society hybrid journals,Cost increase,Cost increase but “within the limits” of overall spending level for access and publishing (total cost of publication approach – retains all previously provided reading services whilst enabling unlimited publishing for a small increase in the total costs),Subscriptions partly converted to OA publishing fees,"Eventual publications in fully, gold open access journals are not included – possible additional costs for individual authors. For publications in IOP journals that are part of SCOAP3 (the sponsoring Consortium for Open Access Publishing in Particle Physics), IOP will make appropriate adjustments to the fees to reflect this.",Yes,No,CC-BY mandatory,"Original research articles, Review articles, Letters",0%,Costs are not split between access and publishing part,Yes,Yes,Too early to assess,,There was no chance to negotiate to include publishing options for all IOP Publishing’s own fully open access journals
https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021cosec/,Oxford University Press,oxf2021cosec,,No,,01/01/2021,12/31/2023,COSEC consortium / University of Ljubljana,Slovenia,15,,Cost increase,,Subscriptions partly converted to OA publishing fees,,Yes,Yes,CC-BY variations allowed,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2020cosec/,Emerald,eme2020cosec,,"No
",,01/01/2020,12/31/2020,COSEC consortium,Slovenia,29,,Agreement costs within the range of the previous spending level,,Paying for subscription only; APC vouchers are gratis,Due to gratis APC vouchers there is no risk for the consortium,Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,," 
",Partly (e.g. to core journals only),Too early to assess,,"The agreement is clear, spending stays on similar level as previously (cost increase due to additional subscriptions), and gratis APC vouchers, which will probably be spent by eligible authors, present no risk for the consortium."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2022bibsam/,BMJ Publishing Group Limited,bmj2022bibsam,BMJ Read & Publish,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-670,01/01/2022,12/31/2022,Bibsam Consortium,Sweden,206,,Cost increase,,Subscriptions partly converted to OA publishing fees,The agreement has fixed APC funds that can be replenished in case they run out prematurely,Yes,Yes,CC-BY variations allowed,Original research articles,5%-20%,,Yes,Yes,Ok,,The overall read/publish price distribution of this agreement is aligned with our current agenda. The publishing rate is still maturing.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2021bibsam/,BMJ Publishing,bmj2021bibsam,BMJ Publish & Read,No,,01/01/2021,12/31/2021,Bibsam Consortium,Sweden,160,"60 in hybrid journals, 100 in gold OA journals",Cost increase,,PAR fee same level as last year for hybrid collection + cost for unlimited OA publishing in OA collection,"Unlimited open access publishing in BMJ Gold OA Journals, and open access publishing of 70 articles in BMJ Standard Collection Journals. It is expected to cover participating organisations total publishing during 2021.",Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles",20%-50%,,Yes,Yes,Ok,First quarter of 2021 seems to have been working fine,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2022bibsam/,Association for Computing Machinery,acm2022bibsam,ACM Open,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-669,01/01/2022,12/31/2026,Bibsam Consortium,Sweden,204,,Cost increase,,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Agreement has unlimited publishing,Yes,Yes,"CC-BY preference, exceptions allowed",All articles that would require an APC,0%,,Yes,Yes,Ok,,The agreement uses the global ACM Open price model which grants unlimited publishing
https://esac-initiative.org/about/transformative-agreements/agreement-registry/aps2023bibsam/,American Physical Society,aps2023bibsam,License agreement including provision of OA Publishing,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-719,01/01/2023,12/31/2024,Bibsam Consortium,Sweden,195,"170 in hybrid journals, 25 in fully OA journals",Cost increase,There is a SCOAP3 Offset,Subscriptions partly converted to oa publishing fees. The total cost is redistributed among participating institutions based on their publishing activity.,There is no cap under this agreement: authors may publish an unlimited number of OA articles,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Letters, Rapid Communications, Reviews, Perspectives and Short Papers",5%-20%,,Yes,No,Too early to assess,,"As an additional product, publication in fully open access journals can be added where each institution pays for the articles they have published. The payment is made after publication, in batch twice a year."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023bibsam/,American Chemical Society,acs2023bibsam,Read & Publish Program,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-704,01/01/2023,12/31/2023,Bibsam Consortium,Sweden,460,,Cost increase,,Subscriptions partly converted to OA publishing fees,The agreement has a limit on published articles per year. Additional articles/tokens can be purchased with discount.,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Not for eBooks. Articles that are additions or corrections or editorials are also not eligible.",5%-20%,We have applied an internal price redistribution: 90% publishing fee and 10% reading fee,Yes,Partly (e.g. to core journals only),Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2020bibsam/,American Chemical Society,acs2020bibsam,Consortia Offset Benefit Program (COBP),Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-668,01/01/2020,12/31/2022,Bibsam Consortium,Sweden,419,,Cost increase,,Subscriptions partly converted to OA publishing fees,"The agreement has a limit on published articles per year, with options to top up the publishing fee mid term",Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials, “All article types, excluding eBooks and non-peer reviewed articles.”",More than 50%,,Yes,Partly (e.g. to core journals only),Deficient,A combined fund means approval on central level. The workflow will become de-centralized (i.e. institutional level) by 2022.,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2022bibsam/,AIP Publishing,aip2022bibsam,AIP Read and Publish agreement,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-713,01/01/2022,12/31/2024,Bibsam Consortium,Sweden,115,Approximately 100 publications in Hybrid journals and 15 in Gold open access journals,Agreement costs within the range of the previous spending level,,"The total value is distributed per participating institution in accordance with the 90/10 model, where 90% is distributed on the share of publication within the agreement and 10% is distributed on the share of full-time equivalents within the agreement (HTE). The model also contains a Minimum level, an Upper limit for price increase (+50%) and a Lower limit for price reduction (-20%).",Publisher will publish peer-reviewed materials up to the Article Cap. There are fees for Articles over the Article Cap (“Overage Fee”).,Yes,No,CC-BY mandatory,Peer-reviewed materials,5%-20%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/karger2022bibsam/,Karger,karger2022bibsam,Karger Read & Publish,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-677,01/01/2022,12/31/2024,Bibsam Consortium,Sweden,51,,Cost decrease,,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),"The publishing fee is based on a three year rolling average of publishing output. This means that the price follows the output, with some delay.",Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",0%,,Yes,Yes,Ok,,This agreement is a good example of a transition to open access
https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2022bibsam/,Microbiology Society,microbio2022bibsam,Microbiology Society Publish and Read Agreement,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-695,01/01/2022,12/31/2024,Bibsam Consortium,Sweden,6,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,"Unlimited OA publishing, no increase of annual fee during the term of the agreement",Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles",More than 50%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023bibsam/,John Benjamins Publishing,jbp2023bibsam,John Benjamins Publishing Read and Publish agreement,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-703,01/01/2023,12/31/2024,Bibsam Consortium,Sweden,18,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,OA publishing is unlimited,Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2021su/,John Benjamins Publishing,jbp2021su,John Benjamins Publishing Read & Publish Open Access Agreement,No,,01/01/2021,12/31/2022,Stockholm University,Sweden,3,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,Unlimited publishing,Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Proceedings, Letters, Editorials",1%-5%,,Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/iwa2023bibsam/,IWA Publishing,iwa2023bibsam,IWA Publishing Read and Publish agreement,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-698,01/01/2023,12/31/2024,Bibsam Consortium,Sweden,10,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,OA publishing is unlimited,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/ios2021bibsam/,IOS Press,ios2021bibsam,IOS Press Read and Publish agreement,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-676,01/01/2021,12/31/2023,Bibsam Consortium,Sweden,40,,Cost increase,,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Unlimited publishing,Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Proceedings, Letters, Editorials",0%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2017bibsam/,IOP Publishing,iop2017bibsam,IOP Science Extra + Offsetting,No,,01/01/2017,12/31/2019,Bibsam consortium,Sweden,120,,Cost increase,Cost increase due to upgrade to a larger package of journals,Subscriptions partly converted to oa publishing fees,There is no obligation to pay for additional publications once the number of articles covered by the publishing component of the agreement has been reached.,No,No,CC-BY mandatory,Original research articles,More than 50%,,Yes,Yes,Ok,A system for participating organization staff where they can verify authors/articles would be preferred.,"All IOP branded journals should be incorporated in the future as well as IOP’s fully oa journals.
"
https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2021bibsam/,IOP Publishing,iop2021bibsam,IOP Publishing Read & Publish License,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-675,01/01/2021,12/31/2023,Bibsam Consortium,Sweden,130,,Cost increase,This agreement contains fully OA journals. The prior agreement only covered hybrid.,"The pricing model consists of three parts: a part covering reading, a part covering unlimited publication in hybrid journals, and a part covering unlimited publication in fully open access journals.",Unlimited publishing,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles",More than 50%,"Rebate is 80% on hybrid publishing costs, making that a small percentage of the package price",Yes,Yes,Ok,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2021bibsam/,Emerald,eme2021bibsam,Emerald Journals Read & Publish,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-674,01/01/2021,12/31/2023,Bibsam Consortium,Sweden,230,,Cost increase,27% increase,Others,Unlimited publishing,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials",More than 50%,,Yes,Yes,Ok,First quarter of 2021 seems to have been working fine,Subscription costs will need to come down in the future. More journals than the currently 2 (out of 300) need to become fully OA.
https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2024bibsam/,Elsevier,els2024bibsam,Elsevier Journals Agreement,"Yes
",https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-728,01/01/2024,12/31/2027,Bibsam Consortium,Sweden,3724,,Cost decrease,Cost for reading is phased out during the term,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),Publishing is unlimited,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Data in brief, Full-length article, Insights, Micro-article, Original software publication, Protocols, Review article, Short communication, Short review, Video article",5%-20%,10%,Yes,No,Ok,,"Reading is phased out during the agreement and by the end of the term we will only pay for publishing. The cost of publishing is based on projected article output, and will need to be evaluated moving past 2027."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2020bibsam/,Elsevier,els2020bibsam,Elsevier Read & Publish,"Yes
",https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-673,01/01/2020,12/31/2023,Bibsam Consortium,Sweden,3500,List of titles that allow publishing will change throughout the agreement period,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,"Unlimited publishing in Science Direct and gold journals. Limited publishing allowed in Cell Press hybrid titles, but the number or articles is expected to cover the consortium output.",No,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Data in brief, Full-length article, Insights, Micro-article, Original software publication, Protocols, Review article, Short communication, Short review, Video Article",20%-35%,Very approximate share. Access related cost not entirely possible to separate from publishing cost.," 
",No,Ok,Articles covered from submission date (not acceptance date),
https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2022bibsam/,Company of Biologists,compbio2022bibsam,Company of Biologists Read and Publish,Yes,https://urn.kb.se/resolve?urn=urn:nbn:se:kb:publ-672,01/01/2022,12/31/2024,Bibsam Consortium,Sweden,20,,Agreement costs within the range of the previous spending level,,Subscriptions partly converted to OA publishing fees,Open access published output is unlimited,Yes,Yes,CC-BY mandatory,Original research articles,More than 50%,,Yes,Yes,Too early to assess,,"The agreement allows unlimited access to and open access publishing of research articles in all the society’s journals. The price is based on current spend and fixed for the first two years of the agreement, with a modest price increase in year three."
https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2024unige/,Microbiology Society,microbio2024unige,Publish and Read,No,,01/01/2024,12/31/2024,Université de Genève,Switzerland,1,,Cost increase,Cost increase covered as soon as 1 article is published,No subdivision between publishing fee and subscription fee,Shared risks: unlimited quota for publishing but no reimbursement if no eligible article published,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials, All article types",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023unige/,Microbiology Society,microbio2023unige,Publish and Read,No,,01/01/2023,12/31/2023,Université de Genève,Switzerland,1,,Cost increase,Cost increase covered as soon as 1 article is published,No subdivision between publishing fee and subscription fee,Shared risks: unlimited quota for publishing but no reimbursement if no eligible article published,Yes,Yes,CC-BY mandatory,"Original research articles, Review articles, Proceedings, Letters, Editorials, All article types",More than 50%,,Yes,Yes,Too early to assess,,
https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2023csal/,S. Karger AG,kar2023csal,Karger Read&Publish,Yes,https://consortium.ch/wp_live/wp-content/uploads/2023/06/Karger_Agreement_redacted.pdf,01/01/2023,12/31/2025,Consortium of Swiss Academic Libraries,Switzerland,60,,Agreement costs within the range of the previous spending level,,Subscriptions fully converted to OA publishing fees (access related costs 5% or less),,Yes,Yes,"CC-BY preference, exceptions allowed","Original research articles, Review articles, Proceedings, Letters, Editorials",1%-5%,,Yes,Yes,Ok,,
